Figure,Crosstalk into Red Channel,Real Red Channel,,Figure,Time (s),V,R,ccpCF V-R,ccpCF R-V,,Figure,Time (s),V,R,ccpCF V-R,ccpCF R-V,,Figure,Crosstalk into Red Channel,Real Red Channel,,Figure,Time (s),V,R,ccpCF V-R,ccpCF R-V,,Figure,Time (s),V,R,ccpCF V-R,ccpCF R-V
Figure S2a,192,173,,Figure S2b,3.622750764,0.01143526,0.003024485,-0.091619148,-0.011285462,,FigureS2c,3.622750764,0.01143526,0.003024485,-0.93378548,-0.138152127,,FigureS2d,192,173,,Figure S2e,1.3156759363941795,-0.021924356,-0.05452945,0.055389221,-0.00197234,,Figure S2f,1.3156759363941795,-0.021924356,-0.05452945,-0.216978463,-2.425606586
Figure S2a,188,169,,Figure S2b,3.786370603,0.011848308,0.003165486,-0.097620293,-0.016857141,,FigureS2c,3.786370603,0.011848308,0.003165486,-0.926819448,-0.070976952,,FigureS2d,188,169,,Figure S2e,1.3689757499823334,-0.0195503,-0.050271296,0.060764057,0.000634105,,Figure S2f,1.3689757499823334,-0.0195503,-0.050271296,-0.110086732,-2.416968296
Figure S2a,220,133,,Figure S2b,3.957380255,0.01215476,0.003154706,-0.103834401,-0.022706359,,FigureS2c,3.957380255,0.01215476,0.003154706,-0.917295062,0,,FigureS2d,220,133,,Figure S2e,1.4244348111860634,-0.017162011,-0.045842511,0.066199489,0.003135214,,Figure S2f,1.4244348111860634,-0.017162011,-0.045842511,0,-2.409538794
Figure S2a,179,118,,,,,,,,,,,,,,,,FigureS2d,179,118,,,,,,,,,,,,,,
Figure S2a,154,150,,,,,,,,,,,,,,,,FigureS2d,154,150,,,,,,,,,,,,,,
Figure S2a,176,150,,,,,,,,,,,,,,,,FigureS2d,176,150,,,,,,,,,,,,,,
Figure S2a,193,167,,,,,,,,,,,,,,,,FigureS2d,193,167,,,,,,,,,,,,,,
Figure S2a,218,168,,,,,,,,,,,,,,,,FigureS2d,218,168,,,,,,,,,,,,,,
Figure S2a,220,141,,,,,,,,,,,,,,,,FigureS2d,220,141,,,,,,,,,,,,,,
Figure S2a,215,136,,,,,,,,,,,,,,,,FigureS2d,215,136,,,,,,,,,,,,,,
Figure S2a,178,132,,,,,,,,,,,,,,,,FigureS2d,178,132,,,,,,,,,,,,,,
Figure S2a,199,153,,,,,,,,,,,,,,,,FigureS2d,199,153,,,,,,,,,,,,,,
Figure S2a,177,167,,,,,,,,,,,,,,,,FigureS2d,177,167,,,,,,,,,,,,,,
Figure S2a,190,146,,,,,,,,,,,,,,,,FigureS2d,190,146,,,,,,,,,,,,,,
Figure S2a,170,170,,,,,,,,,,,,,,,,FigureS2d,170,170,,,,,,,,,,,,,,
Figure S2a,160,182,,,,,,,,,,,,,,,,FigureS2d,160,182,,,,,,,,,,,,,,
Figure S2a,179,176,,,,,,,,,,,,,,,,FigureS2d,179,176,,,,,,,,,,,,,,
Figure S2a,178,184,,,,,,,,,,,,,,,,FigureS2d,178,184,,,,,,,,,,,,,,
Figure S2a,124,179,,,,,,,,,,,,,,,,FigureS2d,124,179,,,,,,,,,,,,,,
Figure S2a,160,171,,,,,,,,,,,,,,,,FigureS2d,160,171,,,,,,,,,,,,,,
Figure S2a,170,175,,,,,,,,,,,,,,,,FigureS2d,170,175,,,,,,,,,,,,,,
Figure S2a,184,152,,,,,,,,,,,,,,,,FigureS2d,184,152,,,,,,,,,,,,,,
Figure S2a,158,207,,,,,,,,,,,,,,,,FigureS2d,158,207,,,,,,,,,,,,,,
Figure S2a,165,145,,,,,,,,,,,,,,,,FigureS2d,165,145,,,,,,,,,,,,,,
Figure S2a,163,181,,,,,,,,,,,,,,,,FigureS2d,163,181,,,,,,,,,,,,,,
Figure S2a,188,168,,,,,,,,,,,,,,,,FigureS2d,188,168,,,,,,,,,,,,,,
Figure S2a,168,170,,,,,,,,,,,,,,,,FigureS2d,168,170,,,,,,,,,,,,,,
Figure S2a,170,164,,,,,,,,,,,,,,,,FigureS2d,170,164,,,,,,,,,,,,,,
Figure S2a,178,172,,,,,,,,,,,,,,,,FigureS2d,178,172,,,,,,,,,,,,,,
Figure S2a,190,191,,,,,,,,,,,,,,,,FigureS2d,190,191,,,,,,,,,,,,,,
Figure S2a,163,155,,,,,,,,,,,,,,,,FigureS2d,163,155,,,,,,,,,,,,,,
Figure S2a,127,130,,,,,,,,,,,,,,,,FigureS2d,127,130,,,,,,,,,,,,,,
Figure S2a,151,173,,,,,,,,,,,,,,,,FigureS2d,151,173,,,,,,,,,,,,,,
Figure S2a,134,218,,,,,,,,,,,,,,,,FigureS2d,134,218,,,,,,,,,,,,,,
Figure S2a,124,186,,,,,,,,,,,,,,,,FigureS2d,124,186,,,,,,,,,,,,,,
Figure S2a,144,168,,,,,,,,,,,,,,,,FigureS2d,144,168,,,,,,,,,,,,,,
Figure S2a,118,187,,,,,,,,,,,,,,,,FigureS2d,118,187,,,,,,,,,,,,,,
Figure S2a,150,216,,,,,,,,,,,,,,,,FigureS2d,150,216,,,,,,,,,,,,,,
Figure S2a,151,192,,,,,,,,,,,,,,,,FigureS2d,151,192,,,,,,,,,,,,,,
Figure S2a,113,156,,,,,,,,,,,,,,,,FigureS2d,113,156,,,,,,,,,,,,,,
Figure S2a,155,178,,,,,,,,,,,,,,,,FigureS2d,155,178,,,,,,,,,,,,,,
Figure S2a,153,174,,,,,,,,,,,,,,,,FigureS2d,153,174,,,,,,,,,,,,,,
Figure S2a,159,175,,,,,,,,,,,,,,,,FigureS2d,159,175,,,,,,,,,,,,,,
Figure S2a,178,172,,,,,,,,,,,,,,,,FigureS2d,178,172,,,,,,,,,,,,,,
Figure S2a,169,170,,,,,,,,,,,,,,,,FigureS2d,169,170,,,,,,,,,,,,,,
Figure S2a,178,179,,,,,,,,,,,,,,,,FigureS2d,178,179,,,,,,,,,,,,,,
Figure S2a,171,176,,,,,,,,,,,,,,,,FigureS2d,171,176,,,,,,,,,,,,,,
Figure S2a,174,166,,,,,,,,,,,,,,,,FigureS2d,174,166,,,,,,,,,,,,,,
Figure S2a,130,150,,,,,,,,,,,,,,,,FigureS2d,130,150,,,,,,,,,,,,,,
Figure S2a,133,150,,,,,,,,,,,,,,,,FigureS2d,133,150,,,,,,,,,,,,,,
Figure S2a,139,149,,,,,,,,,,,,,,,,FigureS2d,139,149,,,,,,,,,,,,,,
Figure S2a,179,118,,,,,,,,,,,,,,,,FigureS2d,179,118,,,,,,,,,,,,,,
Figure S2a,182,188,,,,,,,,,,,,,,,,FigureS2d,182,188,,,,,,,,,,,,,,
Figure S2a,211,199,,,,,,,,,,,,,,,,FigureS2d,211,199,,,,,,,,,,,,,,
Figure S2a,202,152,,,,,,,,,,,,,,,,FigureS2d,202,152,,,,,,,,,,,,,,
Figure S2a,164,173,,,,,,,,,,,,,,,,FigureS2d,164,173,,,,,,,,,,,,,,
Figure S2a,175,180,,,,,,,,,,,,,,,,FigureS2d,175,180,,,,,,,,,,,,,,
Figure S2a,156,189,,,,,,,,,,,,,,,,FigureS2d,156,189,,,,,,,,,,,,,,
Figure S2a,154,170,,,,,,,,,,,,,,,,FigureS2d,154,170,,,,,,,,,,,,,,
Figure S2a,183,207,,,,,,,,,,,,,,,,FigureS2d,183,207,,,,,,,,,,,,,,
Figure S2a,179,183,,,,,,,,,,,,,,,,FigureS2d,179,183,,,,,,,,,,,,,,
Figure S2a,204,181,,,,,,,,,,,,,,,,FigureS2d,204,181,,,,,,,,,,,,,,
Figure S2a,199,195,,,,,,,,,,,,,,,,FigureS2d,199,195,,,,,,,,,,,,,,
Figure S2a,175,175,,,,,,,,,,,,,,,,FigureS2d,175,175,,,,,,,,,,,,,,
Figure S2a,212,179,,,,,,,,,,,,,,,,FigureS2d,212,179,,,,,,,,,,,,,,
Figure S2a,225,181,,,,,,,,,,,,,,,,FigureS2d,225,181,,,,,,,,,,,,,,
Figure S2a,188,151,,,,,,,,,,,,,,,,FigureS2d,188,151,,,,,,,,,,,,,,
Figure S2a,221,161,,,,,,,,,,,,,,,,FigureS2d,221,161,,,,,,,,,,,,,,
Figure S2a,216,141,,,,,,,,,,,,,,,,FigureS2d,216,141,,,,,,,,,,,,,,
Figure S2a,206,154,,,,,,,,,,,,,,,,FigureS2d,206,154,,,,,,,,,,,,,,
Figure S2a,185,153,,,,,,,,,,,,,,,,FigureS2d,185,153,,,,,,,,,,,,,,
Figure S2a,182,151,,,,,,,,,,,,,,,,FigureS2d,182,151,,,,,,,,,,,,,,
Figure S2a,161,125,,,,,,,,,,,,,,,,FigureS2d,161,125,,,,,,,,,,,,,,
Figure S2a,188,155,,,,,,,,,,,,,,,,FigureS2d,188,155,,,,,,,,,,,,,,
Figure S2a,192,153,,,,,,,,,,,,,,,,FigureS2d,192,153,,,,,,,,,,,,,,
Figure S2a,203,122,,,,,,,,,,,,,,,,FigureS2d,203,122,,,,,,,,,,,,,,
Figure S2a,196,133,,,,,,,,,,,,,,,,FigureS2d,196,133,,,,,,,,,,,,,,
Figure S2a,185,120,,,,,,,,,,,,,,,,FigureS2d,185,120,,,,,,,,,,,,,,
Figure S2a,231,155,,,,,,,,,,,,,,,,FigureS2d,231,155,,,,,,,,,,,,,,
Figure S2a,187,131,,,,,,,,,,,,,,,,FigureS2d,187,131,,,,,,,,,,,,,,
Figure S2a,220,154,,,,,,,,,,,,,,,,FigureS2d,220,154,,,,,,,,,,,,,,
Figure S2a,191,162,,,,,,,,,,,,,,,,FigureS2d,191,162,,,,,,,,,,,,,,
Figure S2a,181,157,,,,,,,,,,,,,,,,FigureS2d,181,157,,,,,,,,,,,,,,
Figure S2a,172,143,,,,,,,,,,,,,,,,FigureS2d,172,143,,,,,,,,,,,,,,
Figure S2a,176,153,,,,,,,,,,,,,,,,FigureS2d,176,153,,,,,,,,,,,,,,
Figure S2a,154,164,,,,,,,,,,,,,,,,FigureS2d,154,164,,,,,,,,,,,,,,
Figure S2a,168,156,,,,,,,,,,,,,,,,FigureS2d,168,156,,,,,,,,,,,,,,
Figure S2a,136,150,,,,,,,,,,,,,,,,FigureS2d,136,150,,,,,,,,,,,,,,
Figure S2a,131,168,,,,,,,,,,,,,,,,FigureS2d,131,168,,,,,,,,,,,,,,
Figure S2a,142,164,,,,,,,,,,,,,,,,FigureS2d,142,164,,,,,,,,,,,,,,
Figure S2a,134,159,,,,,,,,,,,,,,,,FigureS2d,134,159,,,,,,,,,,,,,,
Figure S2a,155,156,,,,,,,,,,,,,,,,FigureS2d,155,156,,,,,,,,,,,,,,
Figure S2a,157,159,,,,,,,,,,,,,,,,FigureS2d,157,159,,,,,,,,,,,,,,
Figure S2a,141,183,,,,,,,,,,,,,,,,FigureS2d,141,183,,,,,,,,,,,,,,
Figure S2a,108,148,,,,,,,,,,,,,,,,FigureS2d,108,148,,,,,,,,,,,,,,
Figure S2a,94,148,,,,,,,,,,,,,,,,FigureS2d,94,148,,,,,,,,,,,,,,
Figure S2a,115,156,,,,,,,,,,,,,,,,FigureS2d,115,156,,,,,,,,,,,,,,
Figure S2a,162,133,,,,,,,,,,,,,,,,FigureS2d,162,133,,,,,,,,,,,,,,
Figure S2a,132,126,,,,,,,,,,,,,,,,FigureS2d,132,126,,,,,,,,,,,,,,
Figure S2a,151,142,,,,,,,,,,,,,,,,FigureS2d,151,142,,,,,,,,,,,,,,
Figure S2a,126,172,,,,,,,,,,,,,,,,FigureS2d,126,172,,,,,,,,,,,,,,
Figure S2a,159,170,,,,,,,,,,,,,,,,FigureS2d,159,170,,,,,,,,,,,,,,
Figure S2a,125,167,,,,,,,,,,,,,,,,FigureS2d,125,167,,,,,,,,,,,,,,
Figure S2a,112,147,,,,,,,,,,,,,,,,FigureS2d,112,147,,,,,,,,,,,,,,
Figure S2a,145,187,,,,,,,,,,,,,,,,FigureS2d,145,187,,,,,,,,,,,,,,
Figure S2a,148,136,,,,,,,,,,,,,,,,FigureS2d,148,136,,,,,,,,,,,,,,
Figure S2a,140,138,,,,,,,,,,,,,,,,FigureS2d,140,138,,,,,,,,,,,,,,
Figure S2a,151,210,,,,,,,,,,,,,,,,FigureS2d,151,210,,,,,,,,,,,,,,
Figure S2a,166,180,,,,,,,,,,,,,,,,FigureS2d,166,180,,,,,,,,,,,,,,
Figure S2a,162,153,,,,,,,,,,,,,,,,FigureS2d,162,153,,,,,,,,,,,,,,
Figure S2a,171,177,,,,,,,,,,,,,,,,FigureS2d,171,177,,,,,,,,,,,,,,
Figure S2a,141,150,,,,,,,,,,,,,,,,FigureS2d,141,150,,,,,,,,,,,,,,
Figure S2a,123,184,,,,,,,,,,,,,,,,FigureS2d,123,184,,,,,,,,,,,,,,
Figure S2a,128,150,,,,,,,,,,,,,,,,FigureS2d,128,150,,,,,,,,,,,,,,
Figure S2a,149,149,,,,,,,,,,,,,,,,FigureS2d,149,149,,,,,,,,,,,,,,
Figure S2a,176,196,,,,,,,,,,,,,,,,FigureS2d,176,196,,,,,,,,,,,,,,
Figure S2a,140,138,,,,,,,,,,,,,,,,FigureS2d,140,138,,,,,,,,,,,,,,
Figure S2a,148,147,,,,,,,,,,,,,,,,FigureS2d,148,147,,,,,,,,,,,,,,
Figure S2a,133,193,,,,,,,,,,,,,,,,FigureS2d,133,193,,,,,,,,,,,,,,
Figure S2a,149,169,,,,,,,,,,,,,,,,FigureS2d,149,169,,,,,,,,,,,,,,
Figure S2a,151,167,,,,,,,,,,,,,,,,FigureS2d,151,167,,,,,,,,,,,,,,
Figure S2a,144,159,,,,,,,,,,,,,,,,FigureS2d,144,159,,,,,,,,,,,,,,
Figure S2a,136,137,,,,,,,,,,,,,,,,FigureS2d,136,137,,,,,,,,,,,,,,
Figure S2a,126,159,,,,,,,,,,,,,,,,FigureS2d,126,159,,,,,,,,,,,,,,
Figure S2a,153,164,,,,,,,,,,,,,,,,FigureS2d,153,164,,,,,,,,,,,,,,
Figure S2a,156,189,,,,,,,,,,,,,,,,FigureS2d,156,189,,,,,,,,,,,,,,
Figure S2a,144,169,,,,,,,,,,,,,,,,FigureS2d,144,169,,,,,,,,,,,,,,
Figure S2a,125,133,,,,,,,,,,,,,,,,FigureS2d,125,133,,,,,,,,,,,,,,
Figure S2a,140,146,,,,,,,,,,,,,,,,FigureS2d,140,146,,,,,,,,,,,,,,
Figure S2a,208,133,,,,,,,,,,,,,,,,FigureS2d,208,133,,,,,,,,,,,,,,
Figure S2a,153,153,,,,,,,,,,,,,,,,FigureS2d,153,153,,,,,,,,,,,,,,
Figure S2a,170,141,,,,,,,,,,,,,,,,FigureS2d,170,141,,,,,,,,,,,,,,
Figure S2a,173,139,,,,,,,,,,,,,,,,FigureS2d,173,139,,,,,,,,,,,,,,
Figure S2a,148,143,,,,,,,,,,,,,,,,FigureS2d,148,143,,,,,,,,,,,,,,
Figure S2a,163,141,,,,,,,,,,,,,,,,FigureS2d,163,141,,,,,,,,,,,,,,
Figure S2a,138,160,,,,,,,,,,,,,,,,FigureS2d,138,160,,,,,,,,,,,,,,
Figure S2a,154,158,,,,,,,,,,,,,,,,FigureS2d,154,158,,,,,,,,,,,,,,
Figure S2a,141,153,,,,,,,,,,,,,,,,FigureS2d,141,153,,,,,,,,,,,,,,
Figure S2a,135,173,,,,,,,,,,,,,,,,FigureS2d,135,173,,,,,,,,,,,,,,
Figure S2a,143,186,,,,,,,,,,,,,,,,FigureS2d,143,186,,,,,,,,,,,,,,
Figure S2a,105,165,,,,,,,,,,,,,,,,FigureS2d,105,165,,,,,,,,,,,,,,
Figure S2a,140,126,,,,,,,,,,,,,,,,FigureS2d,140,126,,,,,,,,,,,,,,
Figure S2a,139,166,,,,,,,,,,,,,,,,FigureS2d,139,166,,,,,,,,,,,,,,
Figure S2a,107,166,,,,,,,,,,,,,,,,FigureS2d,107,166,,,,,,,,,,,,,,
Figure S2a,116,137,,,,,,,,,,,,,,,,FigureS2d,116,137,,,,,,,,,,,,,,
Figure S2a,111,141,,,,,,,,,,,,,,,,FigureS2d,111,141,,,,,,,,,,,,,,
Figure S2a,161,85,,,,,,,,,,,,,,,,FigureS2d,161,85,,,,,,,,,,,,,,
Figure S2a,133,110,,,,,,,,,,,,,,,,FigureS2d,133,110,,,,,,,,,,,,,,
Figure S2a,115,94,,,,,,,,,,,,,,,,FigureS2d,115,94,,,,,,,,,,,,,,
Figure S2a,175,123,,,,,,,,,,,,,,,,FigureS2d,175,123,,,,,,,,,,,,,,
Figure S2a,187,154,,,,,,,,,,,,,,,,FigureS2d,187,154,,,,,,,,,,,,,,
Figure S2a,148,108,,,,,,,,,,,,,,,,FigureS2d,148,108,,,,,,,,,,,,,,
Figure S2a,160,166,,,,,,,,,,,,,,,,FigureS2d,160,166,,,,,,,,,,,,,,
Figure S2a,124,177,,,,,,,,,,,,,,,,FigureS2d,124,177,,,,,,,,,,,,,,
Figure S2a,128,201,,,,,,,,,,,,,,,,FigureS2d,128,201,,,,,,,,,,,,,,
Figure S2a,142,134,,,,,,,,,,,,,,,,FigureS2d,142,134,,,,,,,,,,,,,,
Figure S2a,101,186,,,,,,,,,,,,,,,,FigureS2d,101,186,,,,,,,,,,,,,,
Figure S2a,101,166,,,,,,,,,,,,,,,,FigureS2d,101,166,,,,,,,,,,,,,,
Figure S2a,124,137,,,,,,,,,,,,,,,,FigureS2d,124,137,,,,,,,,,,,,,,
Figure S2a,152,131,,,,,,,,,,,,,,,,FigureS2d,152,131,,,,,,,,,,,,,,
Figure S2a,156,157,,,,,,,,,,,,,,,,FigureS2d,156,157,,,,,,,,,,,,,,
Figure S2a,144,158,,,,,,,,,,,,,,,,FigureS2d,144,158,,,,,,,,,,,,,,
Figure S2a,163,191,,,,,,,,,,,,,,,,FigureS2d,163,191,,,,,,,,,,,,,,
Figure S2a,159,203,,,,,,,,,,,,,,,,FigureS2d,159,203,,,,,,,,,,,,,,
Figure S2a,165,160,,,,,,,,,,,,,,,,FigureS2d,165,160,,,,,,,,,,,,,,
Figure S2a,130,173,,,,,,,,,,,,,,,,FigureS2d,130,173,,,,,,,,,,,,,,
Figure S2a,137,161,,,,,,,,,,,,,,,,FigureS2d,137,161,,,,,,,,,,,,,,
Figure S2a,142,146,,,,,,,,,,,,,,,,FigureS2d,142,146,,,,,,,,,,,,,,
Figure S2a,161,139,,,,,,,,,,,,,,,,FigureS2d,161,139,,,,,,,,,,,,,,
Figure S2a,181,147,,,,,,,,,,,,,,,,FigureS2d,181,147,,,,,,,,,,,,,,
Figure S2a,188,144,,,,,,,,,,,,,,,,FigureS2d,188,144,,,,,,,,,,,,,,
Figure S2a,189,136,,,,,,,,,,,,,,,,FigureS2d,189,136,,,,,,,,,,,,,,
Figure S2a,173,149,,,,,,,,,,,,,,,,FigureS2d,173,149,,,,,,,,,,,,,,
Figure S2a,184,119,,,,,,,,,,,,,,,,FigureS2d,184,119,,,,,,,,,,,,,,
Figure S2a,234,149,,,,,,,,,,,,,,,,FigureS2d,234,149,,,,,,,,,,,,,,
Figure S2a,202,177,,,,,,,,,,,,,,,,FigureS2d,202,177,,,,,,,,,,,,,,
Figure S2a,203,173,,,,,,,,,,,,,,,,FigureS2d,203,173,,,,,,,,,,,,,,
Figure S2a,161,201,,,,,,,,,,,,,,,,FigureS2d,161,201,,,,,,,,,,,,,,
Figure S2a,171,163,,,,,,,,,,,,,,,,FigureS2d,171,163,,,,,,,,,,,,,,
Figure S2a,148,168,,,,,,,,,,,,,,,,FigureS2d,148,168,,,,,,,,,,,,,,
Figure S2a,175,180,,,,,,,,,,,,,,,,FigureS2d,175,180,,,,,,,,,,,,,,
Figure S2a,158,163,,,,,,,,,,,,,,,,FigureS2d,158,163,,,,,,,,,,,,,,
Figure S2a,161,175,,,,,,,,,,,,,,,,FigureS2d,161,175,,,,,,,,,,,,,,
Figure S2a,154,177,,,,,,,,,,,,,,,,FigureS2d,154,177,,,,,,,,,,,,,,
Figure S2a,122,176,,,,,,,,,,,,,,,,FigureS2d,122,176,,,,,,,,,,,,,,
Figure S2a,155,179,,,,,,,,,,,,,,,,FigureS2d,155,179,,,,,,,,,,,,,,
Figure S2a,180,161,,,,,,,,,,,,,,,,FigureS2d,180,161,,,,,,,,,,,,,,
Figure S2a,167,142,,,,,,,,,,,,,,,,FigureS2d,167,142,,,,,,,,,,,,,,
Figure S2a,171,148,,,,,,,,,,,,,,,,FigureS2d,171,148,,,,,,,,,,,,,,
Figure S2a,173,123,,,,,,,,,,,,,,,,FigureS2d,173,123,,,,,,,,,,,,,,
Figure S2a,164,130,,,,,,,,,,,,,,,,FigureS2d,164,130,,,,,,,,,,,,,,
Figure S2a,157,161,,,,,,,,,,,,,,,,FigureS2d,157,161,,,,,,,,,,,,,,
Figure S2a,176,199,,,,,,,,,,,,,,,,FigureS2d,176,199,,,,,,,,,,,,,,
Figure S2a,163,174,,,,,,,,,,,,,,,,FigureS2d,163,174,,,,,,,,,,,,,,
Figure S2a,167,202,,,,,,,,,,,,,,,,FigureS2d,167,202,,,,,,,,,,,,,,
Figure S2a,181,186,,,,,,,,,,,,,,,,FigureS2d,181,186,,,,,,,,,,,,,,
Figure S2a,165,178,,,,,,,,,,,,,,,,FigureS2d,165,178,,,,,,,,,,,,,,
Figure S2a,148,191,,,,,,,,,,,,,,,,FigureS2d,148,191,,,,,,,,,,,,,,
Figure S2a,150,208,,,,,,,,,,,,,,,,FigureS2d,150,208,,,,,,,,,,,,,,
Figure S2a,133,195,,,,,,,,,,,,,,,,FigureS2d,133,195,,,,,,,,,,,,,,
Figure S2a,153,164,,,,,,,,,,,,,,,,FigureS2d,153,164,,,,,,,,,,,,,,
Figure S2a,142,225,,,,,,,,,,,,,,,,FigureS2d,142,225,,,,,,,,,,,,,,
Figure S2a,149,182,,,,,,,,,,,,,,,,FigureS2d,149,182,,,,,,,,,,,,,,
Figure S2a,151,199,,,,,,,,,,,,,,,,FigureS2d,151,199,,,,,,,,,,,,,,
Figure S2a,172,175,,,,,,,,,,,,,,,,FigureS2d,172,175,,,,,,,,,,,,,,
Figure S2a,144,160,,,,,,,,,,,,,,,,FigureS2d,144,160,,,,,,,,,,,,,,
Figure S2a,204,162,,,,,,,,,,,,,,,,FigureS2d,204,162,,,,,,,,,,,,,,
Figure S2a,203,163,,,,,,,,,,,,,,,,FigureS2d,203,163,,,,,,,,,,,,,,
Figure S2a,189,163,,,,,,,,,,,,,,,,FigureS2d,189,163,,,,,,,,,,,,,,
Figure S2a,163,171,,,,,,,,,,,,,,,,FigureS2d,163,171,,,,,,,,,,,,,,
Figure S2a,158,215,,,,,,,,,,,,,,,,FigureS2d,158,215,,,,,,,,,,,,,,
Figure S2a,147,181,,,,,,,,,,,,,,,,FigureS2d,147,181,,,,,,,,,,,,,,
Figure S2a,142,167,,,,,,,,,,,,,,,,FigureS2d,142,167,,,,,,,,,,,,,,
Figure S2a,159,195,,,,,,,,,,,,,,,,FigureS2d,159,195,,,,,,,,,,,,,,
Figure S2a,134,187,,,,,,,,,,,,,,,,FigureS2d,134,187,,,,,,,,,,,,,,
Figure S2a,166,170,,,,,,,,,,,,,,,,FigureS2d,166,170,,,,,,,,,,,,,,
Figure S2a,155,160,,,,,,,,,,,,,,,,FigureS2d,155,160,,,,,,,,,,,,,,
Figure S2a,167,219,,,,,,,,,,,,,,,,FigureS2d,167,219,,,,,,,,,,,,,,
Figure S2a,170,193,,,,,,,,,,,,,,,,FigureS2d,170,193,,,,,,,,,,,,,,
Figure S2a,186,189,,,,,,,,,,,,,,,,FigureS2d,186,189,,,,,,,,,,,,,,
Figure S2a,222,160,,,,,,,,,,,,,,,,FigureS2d,222,160,,,,,,,,,,,,,,
Figure S2a,206,158,,,,,,,,,,,,,,,,FigureS2d,206,158,,,,,,,,,,,,,,
Figure S2a,194,152,,,,,,,,,,,,,,,,FigureS2d,194,152,,,,,,,,,,,,,,
Figure S2a,207,150,,,,,,,,,,,,,,,,FigureS2d,207,150,,,,,,,,,,,,,,
Figure S2a,188,160,,,,,,,,,,,,,,,,FigureS2d,188,160,,,,,,,,,,,,,,
Figure S2a,189,175,,,,,,,,,,,,,,,,FigureS2d,189,175,,,,,,,,,,,,,,
Figure S2a,240,205,,,,,,,,,,,,,,,,FigureS2d,240,205,,,,,,,,,,,,,,
Figure S2a,213,226,,,,,,,,,,,,,,,,FigureS2d,213,226,,,,,,,,,,,,,,
Figure S2a,192,193,,,,,,,,,,,,,,,,FigureS2d,192,193,,,,,,,,,,,,,,
Figure S2a,166,169,,,,,,,,,,,,,,,,FigureS2d,166,169,,,,,,,,,,,,,,
Figure S2a,157,150,,,,,,,,,,,,,,,,FigureS2d,157,150,,,,,,,,,,,,,,
Figure S2a,159,162,,,,,,,,,,,,,,,,FigureS2d,159,162,,,,,,,,,,,,,,
Figure S2a,139,153,,,,,,,,,,,,,,,,FigureS2d,139,153,,,,,,,,,,,,,,
Figure S2a,120,165,,,,,,,,,,,,,,,,FigureS2d,120,165,,,,,,,,,,,,,,
Figure S2a,192,202,,,,,,,,,,,,,,,,FigureS2d,192,202,,,,,,,,,,,,,,
Figure S2a,123,195,,,,,,,,,,,,,,,,FigureS2d,123,195,,,,,,,,,,,,,,
Figure S2a,169,188,,,,,,,,,,,,,,,,FigureS2d,169,188,,,,,,,,,,,,,,
Figure S2a,164,198,,,,,,,,,,,,,,,,FigureS2d,164,198,,,,,,,,,,,,,,
Figure S2a,177,200,,,,,,,,,,,,,,,,FigureS2d,177,200,,,,,,,,,,,,,,
Figure S2a,181,165,,,,,,,,,,,,,,,,FigureS2d,181,165,,,,,,,,,,,,,,
Figure S2a,216,188,,,,,,,,,,,,,,,,FigureS2d,216,188,,,,,,,,,,,,,,
Figure S2a,190,136,,,,,,,,,,,,,,,,FigureS2d,190,136,,,,,,,,,,,,,,
Figure S2a,194,119,,,,,,,,,,,,,,,,FigureS2d,194,119,,,,,,,,,,,,,,
Figure S2a,134,165,,,,,,,,,,,,,,,,FigureS2d,134,165,,,,,,,,,,,,,,
Figure S2a,171,132,,,,,,,,,,,,,,,,FigureS2d,171,132,,,,,,,,,,,,,,
Figure S2a,160,145,,,,,,,,,,,,,,,,FigureS2d,160,145,,,,,,,,,,,,,,
Figure S2a,154,152,,,,,,,,,,,,,,,,FigureS2d,154,152,,,,,,,,,,,,,,
Figure S2a,173,167,,,,,,,,,,,,,,,,FigureS2d,173,167,,,,,,,,,,,,,,
Figure S2a,157,147,,,,,,,,,,,,,,,,FigureS2d,157,147,,,,,,,,,,,,,,
Figure S2a,143,141,,,,,,,,,,,,,,,,FigureS2d,143,141,,,,,,,,,,,,,,
Figure S2a,180,130,,,,,,,,,,,,,,,,FigureS2d,180,130,,,,,,,,,,,,,,
Figure S2a,196,123,,,,,,,,,,,,,,,,FigureS2d,196,123,,,,,,,,,,,,,,
Figure S2a,177,150,,,,,,,,,,,,,,,,FigureS2d,177,150,,,,,,,,,,,,,,
Figure S2a,180,150,,,,,,,,,,,,,,,,FigureS2d,180,150,,,,,,,,,,,,,,
Figure S2a,176,144,,,,,,,,,,,,,,,,FigureS2d,176,144,,,,,,,,,,,,,,
Figure S2a,189,169,,,,,,,,,,,,,,,,FigureS2d,189,169,,,,,,,,,,,,,,
Figure S2a,169,143,,,,,,,,,,,,,,,,FigureS2d,169,143,,,,,,,,,,,,,,
Figure S2a,159,138,,,,,,,,,,,,,,,,FigureS2d,159,138,,,,,,,,,,,,,,
Figure S2a,145,123,,,,,,,,,,,,,,,,FigureS2d,145,123,,,,,,,,,,,,,,
Figure S2a,158,173,,,,,,,,,,,,,,,,FigureS2d,158,173,,,,,,,,,,,,,,
Figure S2a,154,148,,,,,,,,,,,,,,,,FigureS2d,154,148,,,,,,,,,,,,,,
Figure S2a,148,128,,,,,,,,,,,,,,,,FigureS2d,148,128,,,,,,,,,,,,,,
