Figure 3b,time_CH1,G_CH1,time_CH2,G_CH2,time_CH1 to CH2,G_CH1 to CH2,time_CH2 to CH1,G_CH2 to CH1,,Figure 3c,time_CH1,G_CH1,time_CH2,G_CH2,time_CH1 to CH2,G_CH1 to CH2,time_CH2 to CH1,G_CH2 to CH1
Figure 3b,3.717756137136546,-0.025941616,3.717756137136546,-0.024097473,6.724089463808029,-0.023475424,6.724089463808029,-0.025291265,,Figure 3c,5.444787317,0.003081659,5.444787317,0.058145456,9.847637505,0.009317855,9.847637505,0.003344975
Figure 3b,3.8932219234287313,-0.026387264,3.8932219234287313,-0.024741661,7.060610603931037,-0.023701607,7.060610603931037,-0.02574376,,Figure 3c,5.711751087,0.003603998,5.711751087,0.061883538,10.3585965,0.009046118,10.3585965,0.003742517
Figure 3b,4.076969114155065,-0.026671342,4.076969114155065,-0.025222157,7.413973649320064,-0.023973822,7.413973649320064,-0.026258691,,Figure 3c,5.991804378,0.004067825,5.991804378,0.065230622,10.89606735,0.008722141,10.89606735,0.004104883
Figure 3b,4.269388564198702,-0.026792332,4.269388564198702,-0.025534913,7.785021488397768,-0.024307215,7.785021488397768,-0.02685078,,Figure 3c,6.285588983,0.00447247,6.285588983,0.068143903,11.46142566,0.008348601,11.46142566,0.004434628
Figure 3b,4.470889575499831,-0.026751062,4.470889575499831,-0.025677435,8.174639193703262,-0.024716769,8.174639193703262,-0.027534681,,Figure 3c,6.593778162,0.004814945,6.593778162,0.070601563,12.0561184,0.007930034,12.0561184,0.004736829
Figure 3b,4.681900767695677,-0.026545342,4.681900767695677,-0.02564494,8.583756133084572,-0.025219182,8.583756133084572,-0.028326981,,Figure 3c,6.917078187,0.005096358,6.917078187,0.07258625,12.68166765,0.007467429,12.68166765,0.005011995
Figure 3b,4.902870989851906,-0.026180031,4.902870989851906,-0.025440091,9.013348186550159,-0.025825766,9.013348186550159,-0.029237743,,Figure 3c,7.25622996,0.005315823,7.25622996,0.074070943,13.33967442,0.00696368,13.33967442,0.005265084
Figure 3b,5.134270275224645,-0.02565971,5.134270275224645,-0.025065357,9.464440074067333,-0.026548109,9.464440074067333,-0.030277683,,Figure 3c,7.612010709,0.00547658,7.612010709,0.075044425,14.03182283,0.006422448,14.03182283,0.00549884
Figure 3b,5.376590841084233,-0.024988728,5.376590841084233,-0.024523636,9.938107799860393,-0.02739588,9.938107799860393,-0.03145551,,Figure 3c,7.98523577,0.005580062,7.98523577,0.075516486,14.75988438,0.005847287,14.75988438,0.005716433
Figure 3b,5.630348136,-0.024178212,5.630348136,-0.023824654,10.435481219038603,-0.028377342,10.435481219038603,-0.032778332,,Figure 3c,8.376760456,0.005628327,8.376760456,0.075476589,15.52572245,0.005242059,15.52572245,0.005921315
Figure 3b,5.896081934904041,-0.023239647,5.896081934904041,-0.02297911,10.957746732676537,-0.029500454,10.957746732676537,-0.034252478,,Figure 3c,8.787482019,0.005625304,8.787482019,0.074945531,16.33129714,0.004610284,16.33129714,0.006116101
Figure 3b,6.174357489994084,-0.022184751,6.174357489994084,-0.021998078,11.506150117775334,-0.030769683,11.506150117775334,-0.035880962,,Figure 3c,9.218341701,0.005575227,9.218341701,0.073949354,17.17867026,0.003953738,17.17867026,0.006302853
